Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry
Valley Lodge,http://www.valleylodgeaccommodation.com,+353(0)949365180,-9.05803999812466,53.7842512858347,Mayo,Claremorris,Republic of Ireland
Casa Mia,,+353(0)949371405,-8.995134,53.721368,Mayo,Claremorris,Republic of Ireland
Ashfield House,http://www.congaccommodation.com,+353(0)949546759,-9.249969,53.558398,Mayo,Cong,Republic of Ireland
Ryan's Riverlodge,http://www.ryansriverlodge.com,+353(0)949546057,-9.286554,53.541348,Mayo,Cong,Republic of Ireland
Dolmen House,http://www.dolmenhouse-cong.com,+353(0)949546466,-9.291128,53.552182,Mayo,Cong,Republic of Ireland
Hazel Grove,http://www.hazelgrove.net,+353(0)949546060,-9.292407,53.556758,Mayo,Cong,Republic of Ireland
Hill View Farm,,+353(0)949546500,-9.290112,53.550315,Mayo,Cong,Republic of Ireland
Nymphsfield House,http://www.nymphsfieldhouse.com,+353(0)949546320,-9.272576,53.544615,Mayo,Cong,Republic of Ireland
Enniscoe House,http://www.enniscoe.com,+353(0)9631112,-9.3103032982865,54.0703316510668,Mayo,Ballina,Republic of Ireland
Ocean View House,http://www.inishturkisland.com/?pagid=ocean-view-house,+353(0)9845520,-10.08918694908,53.7069204725237,Mayo,Inishturk Island,Republic of Ireland
Burren,,+353(0)949388362,-8.930351,53.802555,Mayo,Knock,Republic of Ireland
Carramore House,,+353(0)949388149,-8.9180140792846,53.798363421759,Mayo,Knock,Republic of Ireland
Aisling House,http://www.mayo-ireland.ie/Mayo/Towns/Knock/aisling.htm,+353(0)949388558,-8.910092,53.793525,Mayo,Knock,Republic of Ireland
Windemere,,+353(0)949388326,-8.91529352508474,53.7849949603646,Mayo,Knock,Republic of Ireland
Louisburgh Lodge,,+353(0)9866202,-9.814413,53.761702,Mayo,Louisburgh,Republic of Ireland
Ponderosa,http://www.ponderosamayo.com,+353(0)9866440,-9.801918,53.763059,Mayo,Louisburgh,Republic of Ireland
The Three Arches,http://www.thethreearchesbandb.com,+353(0)9866484,-9.859709,53.761951,Mayo,Louisburgh,Republic of Ireland
Cuaneen House,http://www.cuaneenhouse.com,+353(0)9866460,-9.829117,53.768128,Mayo,Louisburgh,Republic of Ireland
Nevins Newfield Inn,http://www.nevinsinn.com,+353(0)9836959,-9.75621958719637,53.9062512528746,Mayo,Mulranny,Republic of Ireland
Elderberry,http://www.elderberrywestport.com,+353(0)9826374,-9.521234,53.804907,Mayo,Westport,Republic of Ireland
Drummin House,,+353(0)9827427,-9.527038,53.797612,Mayo,Westport,Republic of Ireland
Hazelbrook,http://www.hazelbrookhouse.com,+353(0)9826865,-9.521049,53.805162,Mayo,Westport,Republic of Ireland
Westwood,,+353(0)9825520,-9.506088,53.794986,Mayo,Westport,Republic of Ireland
Achill View,,+353(0)9866433,-9.715058,53.77552,Mayo,Westport,Republic of Ireland
Carrabaun House,http://www.carrabaunhouse.ie/index.html,+353(0)9826196,-9.52133864683537,53.7847055747784,Mayo,Westport,Republic of Ireland
Bertra House,http://www.bertrahouse.com,+353(0)9864833,-9.666879,53.783698,Mayo,Westport,Republic of Ireland
Rosmo House,http://www.rosmo-accommodation.com,+353(0)9825925,-9.556316,53.795659,Mayo,Westport,Republic of Ireland
Woodbine Cottage,http://www.woodbinecottagewestport.com,+353(0)9829143,-9.52254114777836,53.8042558152468,Mayo,Westport,Republic of Ireland
Cashel Cairns,http://homepage.eircom.net/~cashelcairns/,+353(0)9835141,-9.401131,53.793602,Mayo,Westport,Republic of Ireland
Glenderan,http://www.mayo-westport.com,+353(0)9826585,-9.55167,53.793422,Mayo,Westport,Republic of Ireland
Moher House,http://www.moherhousewestport.com,+353(0)9821360,-9.550661,53.736148,Mayo,Westport,Republic of Ireland
Seapoint House,http://www.seapointhouse.com,+353(0)9841254,-9.60346,53.845737,Mayo,Westport,Republic of Ireland
Brooklodge,http://www.brooklodgebandb.com,+353(0)9826654,-9.521235,53.805861,Mayo,Westport,Republic of Ireland
Lurgan House,http://www.bandbwestport.com,+353(0)9827126,-9.53491691401677,53.79263211236,Mayo,Westport,Republic of Ireland
Altamont House,http://www.bandbireland.com/accommodation/26010/altamont-house,+353(0)9825226,-9.514935,53.798113,Mayo,Westport,Republic of Ireland
Woodview House,http://www.woodview-house.com,+353(0)419827911,-6.26526,53.70059,Meath,Bettystown,Republic of Ireland
Keenogue House,,+353(0)419829118,-6.26310697064138,53.6538583859504,Meath,Julianstown,Republic of Ireland
Birchwood,http://www.balrath.net,+353(0)469240688,-6.907874,53.708886,Meath,Kells,Republic of Ireland
Loughcrew House,http://www.loughcrew.com,+353(0)498541356,-7.14369697210043,53.734149485091,Meath,Oldcastle,Republic of Ireland
Teach Cuailgne - Cooley House,http://www.teachcuailgne.com,+353(0)469246621,-6.842504,53.756,Meath,Kells,Republic of Ireland
Athlumney Manor,http://www.athlumneymanor.com,+353(0)469071388,-6.671941,53.651715,Meath,Navan,Republic of Ireland
Meadow View,http://www.meadowviewhouse.com,+353(0)469023994,-6.670512,53.66381,Meath,Navan,Republic of Ireland
Bothar Alainn House,http://www.botharalainnhouse.com,+353(0)469028580,-6.687996,53.627907,Meath,Navan,Republic of Ireland
Curran's House,http://www.curransbandb.com,+353(0)498541390,-7.163568,53.766702,Meath,Oldcastle,Republic of Ireland
Hill of Tara House,,+353(0)469025296,-6.29209543788908,53.3656392193716,Meath,Tara,Republic of Ireland
Tigh Cathain,http://www.tighcathain-bnb.com,+353(0)469431996,-6.801797,53.544748,Meath,Trim,Republic of Ireland
White Lodge,http://www.whitelodgetrim.com,+353(0)469436549,-6.782013,53.557595,Meath,Trim,Republic of Ireland
Cranmor House,http://www.crannmor.com,+353(0)469431635,-6.783803,53.570435,Meath,Trim,Republic of Ireland
Arradale House,http://www.arradale.com,+353(0)429661941,-6.75784730688474,53.9653229846363,Monaghan,Carrickmacross,Republic of Ireland
Drumhowan Country House,,+353(0)429745924,-6.82479506646609,54.0978386149387,Monaghan,Castleblayney,Republic of Ireland
Hilton Park,http://www.hiltonpark.ie,+353(0)4756007,-7.23638982947352,54.1433003338426,Monaghan,Clones,Republic of Ireland
Grangeview House,http://www.grangeviewhouse.ie,+353(0)4787358,-6.973863,54.390237,Monaghan,Emyvale,Republic of Ireland
Gleneven House,http://www.gleneven.com,+353(0)429378294,-6.572569,54.001937,Monaghan,Inniskeen,Republic of Ireland
Dun Cromain Bed and Breakfast,http://www.duncromain.com,+353(0)579153966,-7.997331,53.189927,Offaly,Banagher,Republic of Ireland
Seawinds Bed and Breakfast,http://www.seawindsireland.com,+353(0)749732003,-8.44157451286275,54.6369849027028,Donegal,Killybegs,Republic of Ireland
The Ring Farmhouse,http://www.irishfarmhouseholiday.com,+353(0)579120976,-7.882425,53.078748,Offaly,Birr,Republic of Ireland
Ardmore House,http://www.ardmorehousekenmare.com/,+353(0)646641406,-9.587323,51.883079,Kerry,Kenmare,Republic of Ireland
Ardmore Country House,http://www.kinnitty.com,+353(0)579137009,-7.718588,53.098062,Offaly,Birr,Republic of Ireland
Rachra House,,+353(0)909674249,-8.047694,53.279448,Offaly,Shannonbridge,Republic of Ireland
Laurel Lodge,http://laurellodge.ie/,+353(0)909674189,-8.047452,53.279454,Offaly,Shannonbridge,Republic of Ireland
Littlewood,http://www.littlewood.ie,+353(0)579351364,-7.517074,53.312325,Offaly,Tullamore,Republic of Ireland
Millhouse,http://www.sligo-accommodation.com,+353(0)719183449,-8.513395,54.085791,Sligo,Ballymote,Republic of Ireland
Seashore,http://www.seashoreguests.com,+353(0)719167827,-8.571816,54.209008,Sligo,Ballisodare,Republic of Ireland
Ballincrone,,+353(0)719130110,-8.52782056757212,54.2068161908531,Sligo,Ballisodare,Republic of Ireland
Mountain Inn,http://www.mountaininnireland.com,+353(0)719167225,-8.605238,54.171354,Sligo,Coolaney,Republic of Ireland
Gormagh,http://www.gormaghbandb.com,+353(0)579351468,-7.49042059505461,53.3075210145903,Offaly,Tullamore,Republic of Ireland
Tower HIll,http://www.towerhillfarmhouse.com,+353(0)719666021,-8.362451,54.065943,Sligo,Castlebaldwin,Republic of Ireland
Yeats Lodge,http://www.yeatslodge.com,+353(0)719173787,-8.495607,54.33181,Sligo,Drumcliffe,Republic of Ireland
Mount Edward Lodge,http://www.mountedwardlodge.com,+353(0)719163263,-8.548085,54.380375,Sligo,Grange,Republic of Ireland
Tara,http://www.tarafarmhouse.com,+353(0)9636398,-9.106541,54.187803,Sligo,Enniscrone,Republic of Ireland
Iorras,http://www.sligoiorrasbandb.com,+353(0)719144911,-8.494301,54.295505,Sligo,Sligo Town,Republic of Ireland
Ben Lodge B&B,,+353(0)719141407,-8.45419,54.27852,Sligo,Ballinode,Republic of Ireland
Ross House,http://www.rossfarmhousesligo.com,+353(0)719165140,-8.369214,54.1316,Sligo,Riverstown,Republic of Ireland
Benbulben Farm,http://www.benbulbenfarmhouse.com,+353(0)719173956,-8.48756549737549,54.3527030542108,Sligo,Drumcliffe,Republic of Ireland
Rowanville Lodge,http://www.rowanville.com,+353(0)719163958,-8.509678,54.402739,Sligo,Grange,Republic of Ireland
Temple House,http://www.templehouse.ie,+353(0)879976045,-8.5852829919786,54.1137334057611,Sligo,Ballymote,Republic of Ireland
Coopershill,http://www.coopershill.com,+353(0)719165108,-8.41466704339507,54.1373988530124,Sligo,Riverstown,Republic of Ireland
Serenity,http://www.serenitysligo.com,+353(0)719143351,-8.505058,54.311879,Sligo,Rosses Point,Republic of Ireland
Seisnaun,http://www.bandbireland.com/accommodation/27187/seisnaun-b-b,+353(0)719143948,-8.50053934163645,54.3148120605248,Sligo,Sligo Town,Republic of Ireland
Philmar House,http://www.philmarhousesligo.ie,+353(0)719145014,-8.504454,54.298183,Sligo,Sligo Town,Republic of Ireland
Stonecroft,http://www.stonecroft.ie,+353(0)719145667,-8.486666,54.313446,Sligo,Sligo Town,Republic of Ireland
An Cruiscin Lan,http://bandbsligo.ie,+353(0)719169408,-8.47280716485227,54.2677077476249,Sligo,Sligo Town,Republic of Ireland
St Martin De Porres,http://www.marymcgoldrick.com,+353(0)719162793,-8.472523,54.232498,Sligo,Sligo Town,Republic of Ireland
Teach Eamainn,http://www.teacheamainn.com,+353(0)719143393,-8.44015,54.279825,Sligo,Sligo Town,Republic of Ireland
Ave Maria Farmhouse,http://www.sligobedandbreakfast.com,+353(0)719166674,-8.7625,54.26132,Sligo,Aughris,Republic of Ireland
Eden Villa,http://sligotourism.com/,+353(0)719185106,-8.737494,54.051628,Sligo,Tubbercurry,Republic of Ireland
Bansha House,http://www.banshahouse.com,+353(0)6254194,-8.061166,52.455579,Tipperary,Bansha,Republic of Ireland
Lismacue House,http://www.lismacue.com,+353(0)6254106,-8.050407,52.446922,Tipperary,Bansha,Republic of Ireland
Foxford Farm House,http://www.foxfordfarmhouse.net/,+353(0)6254552,-8.093882,52.438076,Tipperary,Bansha,Republic of Ireland
Lacken Lodge,http://www.lackenlodge.com,+353(0)61379083,-8.436704,52.748144,Tipperary,Birdhill,Republic of Ireland
Carrigeen Castle,http://www.carrigeencastle.com,+353(0)527441370,-7.931886,52.37614,Tipperary,Cahir,Republic of Ireland
The Rectory,,+353(0)527441406,-7.921723,52.379114,Tipperary,Cahir,Republic of Ireland
Hollymount House,http://www.dirl.com/tipperary/cahir/hollymount.htm,+353(0)527442888,-7.95354,52.381208,Tipperary,Cahir,Republic of Ireland
Tinsley House,http://www.tinsleyhouse.com,+353(0)527441947,-7.923976,52.375332,Tipperary,Cahir,Republic of Ireland
Rockville House,,+353(0)6261760,-7.888021,52.518878,Tipperary,Cashel,Republic of Ireland
Ladyswell House,http://www.ladyswellhouse.com,+353(0)6262985,-7.887029,52.51981,Tipperary,Cashel,Republic of Ireland
Tir Na Nog,http://www.tirnanogbandb.com,+353(0)6261350,-7.817828,52.543551,Tipperary,Cashel,Republic of Ireland
Palm Grove House,http://www.bandbireland.com/accommodation/26029/palm-grove-house,+353(0)6261739,-7.86956,52.519731,Tipperary,Cashel,Republic of Ireland
Nagles,http://accommodationintipperary.com/,+353(0)5233496,-7.57774606252883,52.360907811526,Tipperary,Clonmel,Republic of Ireland
Lissarda,http://www.lissarda.com,+353(0)526122593,-7.688471,52.350801,Tipperary,Clonmel,Republic of Ireland
Hillcourt,http://www.booking.com/hotel/ie/hillcourt-b-amp-b.en-gb.html?,+353(0)526121029,-7.730796,52.351111,Tipperary,Clonmel,Republic of Ireland
Benuala,http://www.dirl.com/tipperary/benuala.htm,+353(0)526122158,-7.73042,52.351151,Tipperary,Clonmel,Republic of Ireland
Kilmaneen Farmhouse,http://www.kilmaneen.com,+353(0)526136231,-7.845829,52.284059,Tipperary,Clonmel,Republic of Ireland
Williamsferry House,http://www.williamsferry.com,+353(0)6731118,-8.204086,52.862003,Tipperary,Nenagh,Republic of Ireland
Ardcroney B&B,http://www.ardcroneybandb.com,+353(0)6738240,-8.156721,52.93466,Tipperary,Nenagh,Republic of Ireland
Maryville,http://www.maryvillebandb.com,+353(0)6732531,-8.246253,52.890018,Tipperary,Nenagh,Republic of Ireland
Willowbrook B&B,http://www.willowbrook.ie,+353(0)6731558,-8.233994,52.870979,Tipperary,Nenagh,Republic of Ireland
Ashley Park House,http://www.ashleypark.com,+353(0)6738223,-8.18026,52.92563,Tipperary,Nenagh,Republic of Ireland
The Castle,http://www.thecastlecountryhouse.com,+353(0)50444324,-7.715516,52.672287,Tipperary,Thurles,Republic of Ireland
Hawthorn View,,+353(0)50421710,-7.78520185867809,52.6391674699026,Tipperary,Thurles,Republic of Ireland
Riverside House B&B,http://www.tipp-riversidehouse.com,+353(0)6251219,-8.173347,52.469902,Tipperary,Tipperary Town,Republic of Ireland
Homeleigh Farmhouse,http://www.homeleighfarmhouse.com,+353(0)6256228,-8.195446,52.418248,Tipperary,Tipperary Town,Republic of Ireland
Clonmore House,http://www.clonmorehouse.com,+353(0)6251637,-8.172023,52.470373,Tipperary,Tipperary Town,Republic of Ireland
Cush,http://www.cushbandbardmorewaterford.com,+353(0)2494474,-7.72837127654642,51.9574365360462,Waterford,Ardmore,Republic of Ireland
Glasha,http://www.glashafarmhouse.com,+353(0)526136108,-7.75902245935569,52.2758987444185,Waterford,Ballymacarby,Republic of Ireland
Le Cheile,,+353(0)5841647,-7.627942,52.088062,Waterford,Dungarvan,Republic of Ireland
Sommerville,,+353(0)51383843,-7.005854,52.148031,Waterford,Dunmore East,Republic of Ireland
Tir na Nog,,+353(0)51383580,-6.994962,52.149044,Waterford,Dunmore East,Republic of Ireland
Avonlodge B&B,http://avonlodgebandb.ie,+353(0)51385775,-6.999244,52.155725,Waterford,Dunmore East,Republic of Ireland
Glenart House,http://www.glenarttramore.com,+353(0)51381236,-7.144498,52.167077,Waterford,Tramore,Republic of Ireland
Fern Hill,http://www.fernhillhouse.com,+353(0)51390829,-7.167302,52.153578,Waterford,Tramore,Republic of Ireland
Sea Court,http://www.seacourt.ie,+353(0)863284829,-7.144259,52.16732,Waterford,Tramore,Republic of Ireland
Norlands,http://www.norlands.ie,+353(0)51391132,-7.140665,52.173602,Waterford,Tramore,Republic of Ireland
Cloneen,http://www.cloneenguesthouse.ie,+353(0)51381264,-7.159372,52.157033,Waterford,Tramore,Republic of Ireland
Samuels Heritage,http://www.samuelsheritage.com,+353(0)51875094,-7.05063,52.23373,Waterford,Waterford,Republic of Ireland
Castleview House,,+353(0)51855570,-7.158513,52.281331,Waterford,Waterford City,Republic of Ireland
Hillview Lodge,http://www.hillviewlodgewaterford.com,+353(0)51384230,-7.23885455208994,52.2295591639472,Waterford,Kilmeaden,Republic of Ireland
Dawn B & B,http://www.dawnbandb.com,+353(0)51384465,-7.304632,52.233605,Waterford,Kilmeaden,Republic of Ireland
Belmont House,http://www.bandbireland.com/accommodation/26404/belmont-house,+353(0)51832174,-7.094796,52.269504,Waterford,Waterford City,Republic of Ireland
Ashleigh,http://www.ashleigh-house.com,+353(0)51599059,-7.179514,52.237492,Waterford,Waterford City,Republic of Ireland
Greenfield House,http://www.greenfieldhousemallow.com,+353(0)2250231,-8.66156,52.13593,Cork,Mallow,Republic of Ireland
Reades Farmhouse B&B,http://www.readesbandb.com,+353(0)51898430,-7.184306,52.396743,Kilkenny,Mullinavat,Republic of Ireland
Aisling B&B,http://www.aislingbandb.com,+353(0)51895456,-7.26446,52.297215,Kilkenny,Mooncoin,Republic of Ireland
Benown House,http://www.glasson.com,+353(0)906485406,-7.866723,53.476155,Westmeath,Athlone,Republic of Ireland
Riverview House,http://www.riverviewhousebandb.com,+353(0)906494532,-7.983957,53.411863,Westmeath,Athlone,Republic of Ireland
Shelmalier House,http://www.shelmalierhouse.com,+353(0)906472245,-7.903562,53.422642,Westmeath,Athlone,Republic of Ireland
Inny Bay B&B,http://www.innybay.com,+353(0)906485284,-7.838436,53.543885,Westmeath,Athlone,Republic of Ireland
Four Seasons,http://www.fourseasonsbandb.weebly.com,+353(0)906474470,-7.859334,53.44031,Westmeath,Athlone,Republic of Ireland
Burren Lodge,http://www.iolfree.ie/~burrenlodge/,+353(0)906475157,-7.892341,53.409794,Westmeath,Athlone,Republic of Ireland
Glasson Stone Lodge,http://www.glassonstonelodge.com,+353(0)906485004,-7.86429883151765,53.4727500466575,Westmeath,Athlone,Republic of Ireland
Lough Bishop House,http://www.loughbishophouse.com,+353(0)449661313,-7.271025,53.634612,Westmeath,Collinstown,Republic of Ireland
Hounslow House,http://www.hounslowhouse.com/,+353(0)449661144,-7.229234,53.691573,Westmeath,Castlepollard,Republic of Ireland
Woodlands Farm,,+353(0)449226414,-7.565376,53.433419,Westmeath,Kilbeggan,Republic of Ireland
Novara,http://www.novarahouse.com,+353(0)449335209,-7.324453,53.526284,Westmeath,Mullingar,Republic of Ireland
Lough Owel Lodge,http://www.loughowellodge.com,+353(0)449348714,-7.357443,53.560146,Westmeath,Mullingar,Republic of Ireland
Marlinstown Court,http://www.marlinstowncourt.com,+353(0)449340053,-7.305911,53.522327,Westmeath,Mullingar,Republic of Ireland
Glenmore House,http://www.glenmorehousebandb.ie/,+353(0)449348905,-7.321429,53.524861,Westmeath,Mullingar,Republic of Ireland
Mornington,http://www.mornington.ie,+353(0)449372191,-7.329944167407,53.6224821179894,Westmeath,Mullingar,Republic of Ireland
Glendine Country House,http://www.glendinehouse.com,+353(0)51389500,-6.949037,52.242608,Wexford,Arthurstown,Republic of Ireland
Marsh Mere Lodge,http://www.marshmerelodge.com,+353(0)51389186,-6.956033,52.243115,Wexford,Arthurstown,Republic of Ireland
Arthur's Rest,,+353(0)51389192,-6.95074,52.242232,Wexford,Arthurstown,Republic of Ireland
Meadowside B&B,http://www.meadowsidebandb.com,+353(0)539376226,-6.650233,52.654865,Wexford,Bunclody,Republic of Ireland
Kilmokea Country Manor,http://www.kilmokea.com/,+353(0)51388109,-6.99258379381376,52.2961803886426,Wexford,New Ross,Republic of Ireland
Carrig House,http://www.bandbwexford.com,+353(0)51561101,-6.73156316956213,52.2400829140138,Wexford,Carrig-on-Bannow,Republic of Ireland
Woodbrook House,http://www.woodbrookhouse.ie,+353(0)539255114,-6.73619856812285,52.5482734551216,Wexford,Enniscorthy,Republic of Ireland
Stone Lodge Bed and Breakfast,http://www.stonelodgebandb.com/,+353(0)539425765,-6.232746,52.636211,Wexford,Courtown,Republic of Ireland
Kilbora B&B,http://www.kilborabandb.com,+353(0)539367089,-6.470582,52.601458,Wexford,Enniscorthy,Republic of Ireland
Perrymount Country Home,http://www.perrymountcountryhome.com,+353(0)40237418,-6.239306,52.736785,Wexford,Gorey,Republic of Ireland
St Thereses,http://www.sttheresesbandb.com,+353(0)539421793,-6.259786,52.66234,Wexford,Gorey,Republic of Ireland
Woodlands Country House,http://www.woodlandscountryhouse.com,+353(0)40237125,-6.275445,52.725721,Wexford,Gorey,Republic of Ireland
Carraig View,http://www.carraigview.com/,+353(0)539421323,-6.291385,52.646035,Wexford,Gorey,Republic of Ireland
Harbour Lights,http://www.failtewexford.com/harbourlights,+353(0)539129881,-6.589603,52.174201,Wexford,Kilmore Quay,Republic of Ireland
Groveside Farm,http://www.grovesidefarm.com,+353(0)539135305,-6.572782,52.212186,Wexford,Kilmore Quay,Republic of Ireland
Glendower House,http://glendowerhouse.com/,+353(0)51421989,-6.925892,52.386553,Wexford,New Ross,Republic of Ireland
Blackrath Farmhouse,http://www.blackrathfarmhouse.com,+353(0)45403247,-6.784089,53.050212,Kildare,Colbinstown,Republic of Ireland
Marianella,http://www.marianellabandb.com,+353(0)539133139,-6.35227,52.24248,Wexford,Rosslare Harbour,Republic of Ireland
Old Orchard Lodge,http://www.oldorchardlodgebedandbreakfast.com/,+353(0)539133468,-6.35514,52.242973,Wexford,Rosslare Harbour,Republic of Ireland
Ashley Lodge,http://www.ashley-lodge.com,+353(0)539131991,-6.397016,52.242284,Wexford,Rosslare Harbour,Republic of Ireland
Clover Lawn,http://www.cloverlawnbandb.com,+353(0)539133413,-6.356178,52.241282,Wexford,Rosslare Harbour,Republic of Ireland
O'Leary's Farm House B&B,http://www.olearysfarm.com,+353(0)539133134,-6.329722,52.228013,Wexford,Rosslare Harbour,Republic of Ireland
River Valley Farmhouse,http://www.rivervalleyfarmhouse.com,+353(0)51561354,-6.775993,52.275947,Wexford,Wellington Bridge,Republic of Ireland
Rathaspeck Manor,http://www.rathaspeckmanor.ie,+353(0)539141672,-6.49895234127802,52.3063545021027,Wexford,Wexford Town,Republic of Ireland
Killurin Lodge,http://www.killurinlodge.com,+353(0)539128013,-6.57939084136955,52.3854775604586,Wexford,Killurin,Republic of Ireland
Killiane Castle Country House & Farm,http://www.killianecastle.com,+353(0)539158885,-6.448495,52.291385,Wexford,Wexford,Republic of Ireland
Rockville B&B,http://www.bedandbreakfastwexford.com,+353(0)539122147,-6.453322,52.326619,Wexford,Wexford Town,Republic of Ireland
Maple Lodge,http://www.maplelodgewexford.com,+353(0)539159195,-6.450083,52.378273,Wexford,Castlebridge,Republic of Ireland
Ballinclea House,http://www.ballincleahouse.com,+353(0)40447118,-6.093935,52.891845,Wicklow,Brittas Bay,Republic of Ireland
Lettermore,http://www.wicklow-accommodation.com,+353(0)40446506,-6.241372,52.913911,Wicklow,Rathdrum,Republic of Ireland
Glen Hill,http://www.glenhillbandb.com,+353(0)539120015,-6.530966,52.339869,Wexford,Wexford Town,Republic of Ireland
Ard na Greine,http://www.ardnagreine.eu,+353(0)527443059,-7.91559333068255,52.3774256654923,Tipperary,Cahir,Republic of Ireland
Carriglen,http://www.carriglen.com,+353(0)40440627,-6.12027,53.015609,Wicklow,Ashford,Republic of Ireland
Mount Usher View,http://www.mountusherview.com,+353(0)40440543,-6.107553,53.0093279999999,Wicklow,Ashford,Republic of Ireland
Macreddin Rock B&B,http://www.macreddinrock.com,+353(0)40236369,-6.331155,52.884021,Wicklow,Aughrim,Republic of Ireland
Ferndale,http://www.ferndalehouse.com,+353(0)12863518,-6.169612,53.192657,Wicklow,Enniskerry,Republic of Ireland
Portumna House,http://www.portumnahouse.com,+353(0)909741078,-8.22406613750879,53.0946708147277,Galway,Portumna,Republic of Ireland
Coolakay House,http://www.coolakayhouse.ie,+353(0)12862423,-6.18816,53.166686,Wicklow,Enniskerry,Republic of Ireland
Atlantic Haven,http://www.atlantic-haven.com,+353(0)719166547,-8.48995480160522,54.4162822151248,Sligo,Grange,Republic of Ireland
Beech Lodge,http://www.beechlodgeguesthouse.ie,+353(0)45404651,-6.623504,53.025236,Wicklow,Donard,Republic of Ireland
Tynte House,http://www.tyntehouse.com/welcome.htm,+353(0)45401561,-6.701445,53.058191,Wicklow,Dunlavin,Republic of Ireland
Bracken,http://www.brackenlodge.com,+353(0)40445300,-6.275856,53.017131,Wicklow,Glendalough,Republic of Ireland
Pinewood Lodge,http://www.pinewoodlodge.ie,+353(0)40445437,-6.30357330024719,53.0125220543661,Wicklow,Glendalough,Republic of Ireland
Kyrina,,+353(0)40236164,-6.298688,52.855018,Wicklow,Aughrim,Republic of Ireland
Carbery Cottage Guest Lodge,http://www.carbery-cottage-guest-lodge.net,+353(0)2761368,-9.57533,51.617549,Cork,Durrus,Republic of Ireland
Abhainn Mor B&B,http://www.abhainnmor.com/,+353(0)40446330,-6.23981472994,52.9121230391788,Wicklow,Rathdrum,Republic of Ireland
Carmels,http://www.bedandbreakfastireland.net/Wicklow_Carmel's.htm,+353(0)40445297,-6.262742,53.027904,Wicklow,Glendalough,Republic of Ireland
Kyle Farmhouse,http://www.kylefarm.com,+353(0)596471341,-6.47077540209966,52.8513475289375,Wicklow,Tinahely,Republic of Ireland
Glen Na Smole,http://www.bnbwicklow.com,+353(0)40467945,-6.063022,52.970798,Wicklow,Wicklow Town,Republic of Ireland
Kilmantin House,,+353(0)40467373,-6.0379467626251,52.9788098668366,Wicklow,Wicklow Town,Republic of Ireland
Sea Crest Farmhouse,http://www.seacrest-clare.com,+353(0)657087544,-9.435978,52.810292,Clare,Quilty,Republic of Ireland
Glengorse,,+353(0)40467926,-6.050137,52.978237,Wicklow,Wicklow Town,Republic of Ireland
McCabe's B&B,,+353(0)61364330,-8.833838,52.71259,Clare,Bunratty,Republic of Ireland
Palm Lodge,http://www.palmlodgebandb.com/,+353(0)2524687,-8.278075,52.282905,Cork,Mitchelstown,Republic of Ireland
Island View House,http://www.bandbireland.com/accommodation/26143/island-view-house,+353(0)949546302,-9.356867,53.529,Galway,Clonbur,Republic of Ireland
Derrbehy House,,+353(0)719646200,-8.10872705290902,54.0817394102679,Roscommon,Arigna,Republic of Ireland
Glenraha Farmhouse,http://www.glenrahafarmhouse.com/,+353(0)51898423,-7.19694993331745,52.3802394036946,Waterford,Mullinavat X91D85H,Republic of Ireland
Fortfield Farm,http://www.fortfieldfarm.com,+353(0)659052533,-9.391504,52.635218,Clare,Kilrush,Republic of Ireland
Laragh House,http://www.laraghhouse.com,+353(0)567796691,-7.249478,52.639633,Kilkenny,Kilkenny City,Republic of Ireland
Lismar Guesthouse,http://www.lismarguesthouse.com/,+353(0)429357246,-6.406894,53.998805,Louth,Dundalk,Republic of Ireland
Four Seasons Hotel,http://www.4seasonshotelcarlingford.ie,+353(0)429373530,-6.181558,54.039306,Louth,Carlingford,Republic of Ireland
Vaughan Lodge,http://vaughanlodge.ie/,+353(0)657081111,-9.341021,52.933529,Clare,Lahinch,Republic of Ireland
Manor West Hotel Spa & Leisure Club,http://www.manorwesthotel.ie,+353(0)667194500,-9.676375,52.264048,Kerry,Tralee,Republic of Ireland
Clayton Hotel Cork City,https://www.claytonhotelcorkcity.com/,+353(0)214224900,-8.465064,51.898737,Cork,Cork,Republic of Ireland
Brooklane Hotel,http://www.brooklanehotel.com,+353(0)646642077,-9.591799,51.883586,Kerry,Kenmare,Republic of Ireland
Inish Beg Estate,http://www.inishbeg.com,+353(0)2821745,-9.351408,51.521973,Cork,Baltimore,Republic of Ireland
Herb Cottages at Kilgraney House,http://www.kilgraneyhouse.com,+353(0)599775283,-6.95761996560668,52.6537508636923,Carlow,Bagenalstown,Republic of Ireland
The Cottage,http://www.archesfarmhouse.com,+353(0)494335460,-7.54726907106714,53.9465205742775,Cavan,Arvagh,Republic of Ireland
Island House,http://www.islandhouseselfcatering.ie,+353(0)494334563,-7.491047,54.020933,Cavan,Killeshandra,Republic of Ireland
Lakeside Cottage,,353494334431,-7.531532,54.017387,Cavan,Killeshandra,Republic of Ireland
Trinity Island Lodge,http://www.trinityisland.com,+353(0)494334314,-7.46907542261499,53.9898241326009,Cavan,Killeshandra,Republic of Ireland
Orchard View Holiday Home,,+353(0)495552604,-7.03906607864531,54.0529735916894,Cavan,Cootehill,Republic of Ireland
Cassidy Holiday Homes,http://www.cassidycottages.ie,+353(0)499526182,-7.572784,54.111642,Cavan,Belturbet,Republic of Ireland
