Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Real Adventures,https://realadventures.ie/connemara,353851462526,-10.0760257,53.432481,Galway,Clifden,Republic of Ireland,"Climbing,Activity Operator,Kayaking,Surfing,Walking"
Rebelle Surf and Adventures,http://rebellesurf.com,353830643552,-8.6103126,54.2691875,Sligo,Strandhill,Republic of Ireland,"Surfing,Activity Operator"
Recreational Flying Club - ILAS Airfield,https://www.facebook.com/wexfordflyingclub,353863524305,-6.6605884,52.3193304,Wexford,Taghmon,Republic of Ireland,Activity Operator
Red Abbey,http://www.corkpastandpresent.ie/mapsimages/corkphotographs/corkcameraclubhistoricalphotos/redabbeystreet/,353214924000,-8.4723587,51.8940883,Cork,Cork City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Red Bank Restaurant,http://www.redbank.ie,+353(0)18490439,-6.109053,53.579678,Dublin,Skerries,Republic of Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Red Cliff Lodge Restaurant,https://www.redclifflodge.ie/our-restaurant/,353657085756,-9.4312308,52.8380071,Clare,Spanish Point,Republic of Ireland,"Food and Drink,Restaurant"
Red Fox Inn,https://www.kerrybogvillage.ie/bar-restaurant,353669769184,-9.881866,52.073854,Kerry,Glenbeigh,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Red Mountain Open Farm,https://redmountainopenfarm.ie/,353419823221,-6.4615279,53.675023,Meath,Donore,Republic of Ireland,"Agriculture,Nature and Wildlife,Horse Riding,Equestrian,Learning,Photography,Walking,Visitor Farm,Cafe,Food and Drink,Tour"
Red Oak Restaurant,https://www.facebook.com/custard.cream.65,353877974079,-8.3010667,53.0663894,Galway,Ballyshrule,Republic of Ireland,"Food and Drink,Restaurant"
"Red Stables Food Market, St Anne’s Park",https://www.facebook.com/RedStablesMarket,353879017693,-6.1756794,53.3694125,Dublin,Raheny,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Red Strand  Green Coast Beach 2019,,,-8.93301433711338,51.5481512568675,Cork,Clonakilty,Republic of Ireland,Beach
Redbarn Beach ,https://www.blueflag.global/show-site?siteId=6594,353214255100,-7.8703526,51.9260896,Cork,Youghal,Republic of Ireland,Beach
Redcastle Golf Club,http://www.redcastlehoteldonegal.com/golf/golf-course,353749385555,-7.122708,55.1587991,Donegal,Redcastle,Republic of Ireland,"Golf,Golf Course"
Reddy's Bar and Restaurant,http://reddyscarlow.ie,353599142224,-6.9263059,52.8361036,Carlow,Carlow Town,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Redhills Adventure,https://www.redhillsadventure.ie,353872481246,-6.9611799,53.172572,Kildare,Kildare Town,Republic of Ireland,"Covid Safety Charter,Activity Operator,Adventure Park,Venue,Sports Venues"
Redmond Restaurant - Woodenbridge Hotel,http://www.woodenbridgehotel.com,35340235146,-6.2349607,52.8322115,Wicklow,Vale Of Avoca,Republic of Ireland,"Food and Drink,Restaurant"
Redwood Castle,http://www.redwoodcastleireland.com,353949021375,-8.10585,53.138996,Tipperary,Lorrha,Republic of Ireland,"Photography,Learning,Historic Houses and Castle,Castle,Tour"
Reeds Restaurant,https://www.ferrycarrighotel.ie/reeds-ferrycarrig.html,353539120999,-6.505917,52.354155,Wexford,Wexford Town,Republic of Ireland,"Food and Drink,Restaurant"
Reel Irish Music Tours,https://reelirishmusictours.ie,353862771967,-7.4526224,55.1318283,Donegal,Buncrana,Republic of Ireland,"Tour,Activity Operator"
Reginald Tower (Closed at present for essential maintenance),https://heritageireland.ie/places-to-visit/reginalds-tower/,35351304220,-7.1054205,52.2604982,Waterford,Waterford City,Republic of Ireland,"Museums and Attraction,Historic Houses and Castle"
Reillys Bar,http://www.foleys.ie,+353(0)16610115,-6.2558351,53.3388963,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Renew Beauty Spa at Castlerosse Park Resort,https://www.castlerosse.ie/spa-hotel-in-killarney.html,353646631144,-9.5393155,52.0664342,Kerry,Killarney,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
Rent A Bike Dublin,http://rentabikedublin.com,+353(0)851530648,-6.25321743426957,53.3500484898226,Dublin,Dublin City,Republic of Ireland,"Bike Rental,Cycling"
Rent My Barge - Anam Cara,http://www.rentmybarge.com,353872967112,-6.73236802640827,53.3643116538844,Kildare,Donadea,Republic of Ireland,"Cruising,Activity Operator,Boat,Tour"
Renvyle Green Coast Beach 2019,http://www.cleancoastsireland.org,,-9.98772414890141,53.6067584485363,Galway,Renvyle,Republic of Ireland,Beach
Restaurant 104,http://restaurant104.ie/,+353(0)17978936,-6.25270147731555,53.3721066990091,Dublin,Drumcondra,Republic of Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Restaurant Chestnut,http://restaurantchestnutwestcork.ie,3532825766,-9.4606909,51.5625077,Cork,Ballydehob,Republic of Ireland,"Food and Drink,Restaurant"
Restaurant d'Antibes,https://www.whitehouse-kinsale.ie/accommodation-kinsale/Restaurant,353214772125,-8.5233554,51.7065309,Cork,Kinsale,Republic of Ireland,"Food and Drink,Restaurant"
Retro Camper Ltd,http://www.retrocamper.ie,+353(0)18355679,-6.49105376757814,53.6432353461071,Dublin,Garristown,Republic of Ireland,"Coach,Road,Transport"
Revas Spa at Fitzgeralds Woodlands House Hotel,https://www.woodlandsrevasspa.ie,35361605120,-8.767272,52.5625538,Limerick,Adare,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
Revolution Craft Beer & Whiskey Bar,https://revolutionwaterford.com,35351844444,-7.111845,52.25748,Waterford,Waterford City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Revolve Bike Shop,http://www.revolvebikeshop.ie,+353(0)539483100,-6.29389040608214,52.6715326546009,Wexford,Gorey,Republic of Ireland,"Cycling,Shopping,Food Shops"
Reynards Restaurant at Errigal Country House Hotel,https://www.errigalhotel.com/dining/reynards-restaurant/,353495556901,-7.1018257,54.06548,Cavan,Cootehill,Republic of Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Richardson's,https://www.facebook.com/RichardsonsBarGalway,35391562812,-9.048986,53.2750606,Galway,Galway City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Richmond Barracks,http://richmondbarracks.ie,+353(0)12228400,-6.31620140163341,53.33853259341,Dublin,Inchicore,Republic of Ireland,"Covid Safety Charter,Learning,Activity Operator,Museums and Attraction,Cafe,Food and Drink,Tour"
Richmond House Restaurant,http://www.richmondhouse.net,3535854278,-7.8462235,52.1392922,Waterford,Cappoquin,Republic of Ireland,"Food and Drink,Restaurant"
Ring Green Coast Beach 2019,,,-7.8974726351546,51.8908243079027,Cork,Crookhaven,Republic of Ireland,Beach
Ring of Kerry Golf Club,http://www.ringofkerrygolf.com,353646642000,-9.672371,51.874798,Kerry,Kenmare,Republic of Ireland,"Golf Course,Covid Safety Charter,Golf"
Rinn Duin - Warren Point Loop,https://www.sportireland.ie/outdoors/walking/trails/rinn-duin-warren-point-loop?county=53&grade=402&length=All#list,353906630252,-7.99694429101748,53.5410344934507,Roscommon,Lecarrow,Republic of Ireland,"Walking,Castle,Historic Houses and Castle,Ruins"
Rinn Duin Castle Loop,https://www.sportireland.ie/outdoors/walking/trails/rinn-duin-castle-loop?county=53&grade=402&length=All#list,+353(0)906630252,-8.00432573022647,53.5441966619341,Roscommon,Lecarrow,Republic of Ireland,"Walking,Castle,Historic Houses and Castle,Ruins"
Rinville Park Discovery Point,,,-8.9620006,53.245582,Galway,Oranmore,Republic of Ireland,"Golf,Walking,Discovery Point"
Rinville Park,http://www.galway.ie/en/services/leisure/rinvilleparkoranmore/,+353(0)91509000,-8.9548979,53.2459817,Galway,Oranmore,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Public Park"
Ripple's Restaurant,https://www.ripplesrestaurant.com,353749150110,-7.6731491,55.1358742,Donegal,Kerrykeel,Republic of Ireland,"Food and Drink,Restaurant"
Ristorante Rinuccini,http://www.rinuccini.com,353567761575,-7.250633,52.650308,Kilkenny,Kilkenny City,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant"
Ristorante Uno,https://ristoranteunotralee.com,353667118808,-9.7088668,52.2674452,Kerry,Tralee,Republic of Ireland,"Food and Drink,Restaurant"
RIVA Restaurant,https://www.facebook.com/rivarestaurantdundalk,353429354578,-6.4016202,54.0038315,Louth,Dundalk,Republic of Ireland,"Food and Drink,Restaurant"
River Bank Restaurant - Court Yard Hotel,https://www.courtyard.ie/dinner.html,35316295100,-6.489152,53.363583,Kildare,Leixlip,Republic of Ireland,"Food and Drink,Restaurant"
River Cycles,https://rivercycles.com,353862656258,-6.28236396462626,53.3460226311591,Dublin,Dublin City,Republic of Ireland,"Cycling,Shopping,Activity Operator,Cafe,Food and Drink,Bike Rental,Food Shops"
River Erne And Tributaries,,+353(0)719841350,-8.20109123772582,54.4978787768346,Donegal,Ballyshannon,Republic of Ireland,"Fishing,Angling"
River Lee System,,+353(0)2641222,-8.9637,51.906862,Cork,Macroom,Republic of Ireland,"Fishing,Angling"
"DUPLICATE River Queen, Silver Line Cruisers Ltd",https://www.silverlinecruisers.com,+353(0)579151112,-7.99009159737795,53.1939324001767,Offaly,Banagher,Republic of Ireland,"Activity Operator,Tour"
"River Shannon - Longshore, Plassey and the Cut Salmon Fishing",,,-8.6195910999699,52.6837946111955,Limerick,Limerick City,Republic of Ireland,"Fishing,Angling"
River Shannon - Shannonbridge to Limerick City,,+353(0)61300238,-8.65114,52.655377,Limerick,Limerick City,Republic of Ireland,"Fishing,Angling"
River Shannon Salmon Fishing,,,-8.50011030931426,52.7142202292405,Limerick,Castleconnell,Republic of Ireland,"Fishing,Angling"
River Spa at the Falls Hotel,https://www.fallshotel.ie/relax.html,353657071004,-9.2972969,52.9413929,Clare,Ennistymon,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa,Fitness and Leisure,Venue,Food and Drink,Pubs and Bar"
Riverbank Arts Centre,http://www.riverbank.ie,+353(0)45448327,-6.79458020734023,53.1818692654404,Kildare,Newbridge,Republic of Ireland,"Craft,Shopping,Venue,Comedy,Music,Cafe,Food and Drink,Activity Operator"
Riversdale Barge Holidays,http://www.riversdaleholidays.com/,353719644122,-7.7950084,54.0294267,Leitrim,Ballinamore,Republic of Ireland,"Cruising,River,Discovery Point,Activity Operator,Boat,Tour"
Riverstown Country Market,,,-8.388478,51.928623,Cork,Glanmire,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Riverview Bar and The Terrace Kitchen,http://www.rivercourthotel.com/en/dining,353567723388,-7.2489224,52.65161,Kilkenny,Kilkenny City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Roadbikehire.ie,http://roadbikehire.ie,353868545654,-6.1265601,53.2541173,Dublin,Killiney,Republic of Ireland,"Cycling,Activity Operator,Bike Rental"
Robertino's Italian Restaurant,http://www.robertinosrestaurant.com,353646634966,-9.5096537,52.0598794,Kerry,Killarney,Republic of Ireland,"Food and Drink,Restaurant,Seafood"
Robinstown Great Standing Stones,,,-6.83513538558178,52.4182722668363,Wexford,New Ross,Republic of Ireland,
Roches Bar,http://www.rochesbar.ie,35351389188,-6.933726,52.221287,Wexford,Duncannon,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Rock an Thorabh Loop,https://www.sportireland.ie/outdoors/walking/trails/glen-of-aherlow-rock-an-thorabh-loop,+353(0)6256331,-8.16843210699074,52.4307398939202,Tipperary,Glen Of Aherlow,Republic of Ireland,Walking
Rock Farm Slane - Electric Bikes,http://rockfarmslane.ie/activities/electric-bikes,353419884861,-6.55762957841796,53.7049715448618,Meath,Slane,Republic of Ireland,"Cycling,Kayaking,Activity Operator,Bike Rental"
Rock Lobster @ Harvey Nichols,http://rocklobster.ie/,+353(0)12910410,-6.24234162009884,53.2868616770419,Dublin,Dublin City Area South,Republic of Ireland,"Food and Drink,Restaurant,Seafood"
Rock 'n' Bowl,http://www.rocknbowl.ie,353449333300,-7.3441815,53.5134003,Westmeath,Mullingar,Republic of Ireland,Activity Operator
Rock of Cashel - St. Patrick's Rock,https://heritageireland.ie/visit/places-to-visit/rock-of-cashel/,+353(0)6261437,-7.8904522,52.5200763,Tipperary,Cashel,Republic of Ireland,"Covid Safety Charter,Photography,Learning,Walking,Tracing Your Ancestors,Historic Houses and Castle,Natural Landscape,Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Tour"
Rock Of Dunamase,https://laois.ie/departments/heritage/laois-heritage-trail/rock-of-dunamase/?cli_action=1587132257.752,353578664000,-7.210121,53.031526,Laois,Portlaoise,Republic of Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Natural Landscape,Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Rockfleet Castle,https://www.destinationwestport.com/places-to-visit/towns-and-villages/newport/rockfleet-castle,3539825711,-9.6270894,53.8960284,Mayo,Louisburgh,Republic of Ireland,"Castle,Historic Houses and Castle"
Rocky Bay awarded Green Coast  2019,,,-8.37683147578525,51.8172124277338,Cork,Carrigaline,Republic of Ireland,Beach
Rody Bolands,http://www.rodybolands.com,+353(0)14970336,-6.265386,53.321142,Dublin,Dublin City,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Roe & Co Whiskey Distillery,https://roeandcowhiskey.com,35316435999,-6.2856618,53.3436766,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Activity Operator,Museums and Attraction,Pubs and Bar,Cafe,Food Shops,Shopping,Tour"
Roganstown Golf and Country Club,https://www.roganstown.com/golf,35318433118,-6.270786,53.486049,Dublin,Swords,Republic of Ireland,"Golf,Golf Course"
Rolf's Country House Restaurant & Wine Bar,https://rolfscountryhouse.com/restaurant/,3532820289,-9.3684289,51.4792193,Cork,Baltimore,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant"
Roll n Bowl,http://www.bowlingireland.com,+353(0)578670005,-7.31833552247622,53.0266445366654,Laois,Portlaoise,Republic of Ireland,"Activity Operator,Cafe,Food and Drink"
RollerJam,http://www.rollerjam.ie,+353(0)61422500,-8.574706,52.649507,Limerick,Limerick City,Republic of Ireland,"Fitness and Leisure,Venue,Activity Operator"
Rolys Bistro,http://www.rolysbistro.ie,+353(0)16682611,-6.232253,53.329399,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Fine Dining"
Ronan Halpin Gallery,https://ronanhalpin.com/,353872770409,-10.096928,53.972899,Mayo,Achill Island -Acaill,Republic of Ireland,"Craft,Shopping,Art Gallery"
Roney Point Beach,,,-6.21165630157475,52.5995463184218,Wexford,Courtown,Republic of Ireland,Beach
Roonagh Pier,,+353(0)9825711,-9.9038798,53.761692,Mayo,Louisburgh,Republic of Ireland,Embarkation Point
Rory's Fishing Tackle ,https://www.rorys.ie,35316772351,-6.2625534,53.345697,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Fishing,Angling,Food Shops"
Ros Goill (Rossguill Peninsula),,,-7.8449062,55.227669,Donegal,Downings,Republic of Ireland,Discovery Point
Ros Tapestry Exhibition Centre,http://www.rostapestry.com,35351445396,-6.9453867,52.3953808,Wexford,New Ross,Republic of Ireland,"Craft,Shopping,Museums and Attraction,Art Gallery,Food Shops"
Rosapenna Golf Resort,http://www.rosapenna.ie,353749155000,-7.82461,55.185339,Donegal,Downings,Republic of Ireland,"Golf,Golf Course"
Roscommon Abbey,http://www.megalithicireland.com/Roscommon%20Friary.html,353906626342,-8.191817,53.6248129,Roscommon,Roscommon Town,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Roscommon Arts Centre,http://www.facebook.com/RosArtsCentre/,+353(0)906625824,-8.1838741323852,53.631084985944,Roscommon,Roscommon Town,Republic of Ireland,"Art Gallery,Venue,Comedy,Music"
Roscommon Castle,https://www.visitroscommon.ie/roscommon-castle,353906626342,-8.1932598,53.635461,Roscommon,Roscommon Town,Republic of Ireland,"Bird Watching,Nature and Wildlife,Castle,Historic Houses and Castle,Ruins,Public Park"
Roscommon County Museum,http://www.facebook.com/Roscommon-County-Museum-289992691101277,353906625613,-8.1910452,53.6311624,Roscommon,Roscommon Town,Republic of Ireland,Museums and Attraction
Roscommon Equestrian Centre,http://www.roscommonequestrian.ie,353863270984,-8.0589429,53.6696701,Roscommon,Roscommon Town,Republic of Ireland,"Horse Riding,Equestrian,Activity Operator"
Roscommon Farmer's Market,https://www.facebook.com/Roscommon-Farmers-Market-173094979508093/,353906488292,-8.191384,53.631054,Roscommon,Roscommon Town,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Roscommon Golf Club,http://www.facebook.com/Roscommon-Golf-Club-593409904022163,353906626382,-8.1809685,53.6187683,Roscommon,Roscommon Town,Republic of Ireland,"Golf,Golf Course"
Roscommon Leisure Zone,http://roscommonleisurezone.ie/index.php/home,353906634372,-8.175993,53.633827,Roscommon,Roscommon Town,Republic of Ireland,"Fitness and Leisure,Venue,Activity Operator,Cafe,Food and Drink,Fast Food,Restaurant"
Roscommon Racecourse,http://www.roscommonracecourse.ie/,+353(0)906626231,-8.22366716873455,53.6440028865075,Roscommon,Roscommon Town,Republic of Ireland,"Restaurant,Horse Riding,Equestrian,Race Course,Venue,Food and Drink,Pubs and Bar,Cafe"
Roscrea Castle and Damer House,https://heritageireland.ie/places-to-visit/roscrea-heritage-centre-roscrea-castle-and-damer-house/,35350521850,-7.7981524,52.9551159,Tipperary,Roscrea,Republic of Ireland,"Photography,Learning,Museums and Attraction,Historic Houses and Castle,Gardens,Garden,Castle,Tour"
"Roscrea Castle, Church, High Cross and Round Tower",https://www.heritageireland.ie/en/midlands-eastcoast/roscreaheritagecentre-roscreacastleanddamer/,35350521850,-7.7981524,52.9551159,Tipperary,Roscrea,Republic of Ireland,"Photography,Learning,Castle,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Roscrea Golf Club,http://www.roscreagolfclub.ie,35350521130,-7.7512402,52.9567366,Tipperary,Roscrea,Republic of Ireland,"Golf,Golf Course"
Rose Café,http://facebook.com/rosecafemooncoin,35351896409,-7.25438546455689,52.2921983372807,Kilkenny,Mooncoin,Republic of Ireland,"Food and Drink,Restaurant,Cafe"
Rose of Innisfree Boat Tour,https://www.roseofinnisfree.com,353872598869,-8.3338229,54.2642704,Sligo,Sligo Town,Republic of Ireland,"Cruising,Activity Operator,Food and Drink,Pubs and Bar,Tour,Boat"
Rose Travel,http://www.rosetravel.ie,+353(0)667137407,-9.593166,52.230257,Kerry,Tralee,Republic of Ireland,"Transport,Coach,Road"
Rosguill Charter Hire,,+353(0)749155080,-7.852487,55.224421,Donegal,Downings,Republic of Ireland,"Fishing,Angling,Activity Operator,Tour,Boat"
RosGuill Deep Sea Angling Boat Hire,http://www.rosguill.com/charterboat,353749155080,-7.852436,55.22445,Donegal,Downings,Republic of Ireland,"Fishing,Angling,Activity Operator"
Rosie's Jigs and Wigs,http://www.facebook.com/rosiejigsandwigs.ie/,+353(0)857103024,-6.2627429,53.3344254,Dublin,Dublin City,Republic of Ireland,"Restaurant,Learning,Activity Operator,Traditionally Irish,Food and Drink,Pubs and Bar"
Rosleague Manor and Gardens,http://www.rosleague.com,3539541101,-9.9844223,53.5504472,Galway,Letterfrack,Republic of Ireland,"Restaurant,Walking,Gardens,Garden,Food and Drink"
Ross Castle,http://rosscastle.com,+353(0)91550183,-9.236014,53.382018,Galway,Moycullen,Republic of Ireland,"Historic Houses and Castle,Castle"
Ross Castle,http://www.heritageireland.ie/en/south-west/rosscastle/,+353(0)646635851,-9.521181,52.046673,Kerry,Killarney,Republic of Ireland,"Covid Safety Charter,Cruising,Cycling,Fishing,Angling,Photography,Learning,Walking,Historic Houses and Castle,Castle,National Park,National and Forest Park,Natural Landscape,Boat,Tour"
Ross Fine Art Gallery and Craft Boutique,http://www.rossfineart.ie,353749151926,-7.650644,55.036674,Donegal,Ramelton,Republic of Ireland,"Craft,Shopping,Art Gallery"
Ross Golf Course,http://killarneyraces.ie/dining-membership/ross-golf-club,353646631125,-9.514396,52.048793,Kerry,Killarney,Republic of Ireland,"Golf,Golf Course"
Ross Beach,https://www.blueflag.global/show-site?siteId=6682,35314002202,-9.1982368,54.2327505,Mayo,Killala,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Rossa Pottery,https://www.facebook.com/RossaPottery/,3536261388,-7.8880927,52.5168654,Tipperary,Cashel,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
Rossan Knitwear Ltd.,http://www.rossanknitwear.ie,353749730069,-8.7476134,54.6921978,Donegal,Glencolmcille,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
Rossbeigh  Beach ,https://www.blueflag.global/show-site?siteId=6659,353646631633,-9.9749047,52.0593459,Kerry,Glenbeigh,Republic of Ireland,Beach
Rossbeigh Strand,,,-9.97661,52.054229,Kerry,Glenbeigh,Republic of Ireland,Discovery Point
Rosscarbery Farmers Market,http://www.rosscarbery.ie,3532821489,-9.033462,51.577207,Cork,Rosscarbery,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Rosserk Abbey,https://www.mayo-ireland.ie/en/towns-villages/killala/visitors-guide/rosserk-abbey.html,3539670848,-9.1431724,54.1716928,Mayo,Ballina,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Rosserrilly Abbey,https://www.franciscans.ie/friaries/ross-errilly-abbey-co-galway,,-9.1315965,53.4797405,Galway,Headford,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Rosses Anglers Association,http://www.fishinginireland.info/salmon/north/rosses.htm,+353(0)749521163,-8.36099307110567,54.9508787377348,Donegal,Dungloe,Republic of Ireland,"Fishing,Angling,Activity Operator"
Rosses Point Beach,,,-8.570956,54.308938,Sligo,Rosses Point,Republic of Ireland,Discovery Point
Rosses Point Beach ,https://beachawards.ie/blue-flag/sites-2-2,353749161201,-8.5718316,54.3089365,Sligo,Rosses Point,Republic of Ireland,Beach
Rosses Point Coastal Walk,http://www.discoverireland.ie/Places-To-Go/Sligo,,-8.55710770852084,54.3083457216238,Sligo,Rosses Point,Republic of Ireland,"Walking,Natural Landscape,Public Sculpture"
Rossgier Inn,https://www.facebook.com/Rossgier-Inn-230437907003409,353749141052,-7.5007547,54.8489743,Donegal,Lifford,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Rosslare Euro-port,http://rosslareeuroport.irishrail.ie/home/,+353(0)539157943,-6.33673,52.258157,Wexford,Rosslare Harbour,Republic of Ireland,"Coach,Road,Transport"
Rosslare Golf Club,http://www.rosslaregolf.com,353539132203,-6.3944248,52.2841428,Wexford,Rosslare,Republic of Ireland,"Golf,Golf Course"
Rosslare Beach ,https://www.blueflag.global/show-site?siteId=6638,,-6.3896733,52.2902385,Wexford,Rosslare,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Rossmore Country Pottery,http://www.rossmorepottery.com,353238838875,-8.98341541796879,51.6824378764729,Cork,Clonakilty,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
Rossmore Forest Park,https://www.sportireland.ie/outdoors/walking/trails/rossmore-lake-trail,+353(0)4781122,-6.988689,54.217801,Monaghan,Monaghan Town,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Rossmore Golf Club,http://www.rossmoregolfclub.ie,3534771222,-6.9885363,54.2170923,Monaghan,Monaghan Town,Republic of Ireland,"Golf,Golf Course"
Rossmore Theatre,http://www.rossmoretheatre.com/,+353(0)868036945,-8.99079702963866,51.6705526401936,Cork,Clonakilty,Republic of Ireland,
Rossnowlagh Beach Discovery Point,,,-8.2102311,54.552905,Donegal,Rossnowlagh,Republic of Ireland,Discovery Point
Rossnowlagh Beach,https://www.blueflag.global/show-site?siteId=6596,353719841350,-8.2108195,54.5500397,Donegal,Rossnowlagh,Republic of Ireland,Beach
Rossnowlagh Surf School,https://rossnowlaghsurfschool.com,353831855164,-8.2105564,54.5526704,Donegal,Rossnowlagh,Republic of Ireland,"Surfing,Activity Operator"
Rothaí Inis Oírr,http://www.rothai-inisoirr.com,3539975049,-9.5235552,53.0674973,Galway,Aran Islands Town,Republic of Ireland,"Cycling,Activity Operator,Bike Rental"
Rothe House,https://www.facebook.com/rothehouse,+353(0)567722893,-7.254715,52.65433,Kilkenny,Kilkenny City,Republic of Ireland,"Tracing Your Ancestors,Museums and Attraction,Historic Houses and Castle,Tour,Food Shops,Shopping"
Rothe House Garden,http://www.rothehouse.com,353567722893,-7.254629,52.6543476,Kilkenny,Kilkenny City,Republic of Ireland,"Walking,Gardens,Garden"
Rouge Restaurant,https://www.rougegalway.com/restaurant,35391530681,-9.0571893,53.2704869,Galway,Galway City,Republic of Ireland,"Food and Drink,Restaurant"
Roundstone Music and Crafts,http://www.bodhran.com,3539535808,-9.916942,53.392004,Galway,Roundstone,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Craft,Cafe,Food and Drink,Food Shops"
Roundwood Golf Club,http://www.roundwoodgolf.com,35312818488,-6.16176,53.084572,Wicklow,Newtown Mount Kennedy,Republic of Ireland,"Golf,Golf Course"
Roundy Bar,https://www.facebook.com/theroundy,353214222202,-8.4761436,51.8988159,Cork,Cork City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Royal Canal Bike Hire,https://royalcanalbikehire.ie,353852390426,-6.58908758934194,53.3786891665488,Kildare,Maynooth,Republic of Ireland,"Cycling,Activity Operator,Tour"
Royal College of Physicians of Ireland,http://www.numbersix.ie,+353(0)16698800,-6.25477703372962,53.3414223859991,Dublin,Dublin City,Republic of Ireland,"Restaurant,Historic Houses and Castle,Food and Drink,Fine Dining,Food Shops,Shopping"
Royal Cork Yacht Club,http://www.royalcork.com,353214831023,-8.303795,51.804382,Cork,Crosshaven,Republic of Ireland,"Sailing,Activity Operator"
Royal Hibernian Academy,http://www.rhagallery.ie,+353(0)16612558,-6.25470687235259,53.3370711953089,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Art Gallery,Cafe,Food and Drink,Food Shops"
Royal Hospital Kilmainham,"http://www.rhk.ie
https://www.facebook.com/rhkopw/",+353(0)16129903,-6.29972,53.343309,Dublin,Kilmainham,Republic of Ireland,"Historic Houses and Castle,Art Gallery,Gardens,Garden,Cafe,Food and Drink,Tour"
Royal Irish Academy,http://www.ria.ie,+353(0)16762570,-6.258085,53.340716,Dublin,Dublin City,Republic of Ireland,"Learning,Historic Houses and Castle,Museums and Attraction"
Royal Oak Distillery,https://royaloakdistillery.com,353599186653,-6.9803905,52.7023374,Carlow,Royal Oak,Republic of Ireland,"Covid Safety Charter,Museums and Attraction,Food Shops,Shopping"
Royal Spice Indian Restaurant,http://www.royalspice.ie,353567786010,-7.2553275,52.6552876,Kilkenny,Kilkenny City,Republic of Ireland,"Food and Drink,Restaurant,Vegetarian"
Royal Tara Gift Centre,http://www.royal-tara.com,35391705602,-9.019968,53.285275,Galway,Galway City,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
Royal Tara Golf Club,http://www.royaltaragolfclub.com,353469025508,-6.6369861,53.5924835,Meath,Navan,Republic of Ireland,"Golf,Golf Course"
